subj_id,rt,ink_colour,response,word
4,628.653704063125,yellow,yellow,yellow
4,634.4547905438976,blue,blue,blue
4,667.6160856135124,green,green,green
4,559.8091398596118,green,green,green
4,596.2498262932615,blue,blue,blue
4,709.2993975234918,red,red,red
4,591.3719193357863,orange,orange,orange
4,684.901717053161,pink,pink,pink
4,505.63496542290693,orange,orange,orange
4,553.491476128282,purple,purple,purple
4,815.3893851335196,pink,pink,yellow
4,724.180454520585,brown,brown,red
4,727.322966083946,orange,orange,pink
4,750.0508574834362,purple,purple,blue
4,699.9552465966858,blue,blue,purple
4,524.2839264564432,purple,purple,blue
4,677.6040432546849,orange,orange,pink
4,752.6169800431794,green,green,blue
4,695.7839208046155,brown,brown,orange
4,666.3940715151684,green,yellow,yellow
4,618.0681144302945,blue,blue,brown
4,874.6408205297201,red,red,green
4,803.9541473806528,yellow,yellow,purple
4,858.9127390323263,red,red,pink
4,689.1335741831253,pink,pink,green
4,561.72414018834,yellow,yellow,green
5,611.0032819706167,yellow,orange,orange
5,599.3569671715496,blue,blue,brown
5,520.8904493911614,blue,blue,orange
5,729.7656511258823,orange,orange,brown
5,608.3301226657023,yellow,yellow,green
5,657.3186041272154,pink,pink,purple
5,563.3129936847437,red,red,yellow
5,613.8117121869293,pink,pink,brown
5,571.4879969107133,brown,brown,yellow
5,583.4600667418499,brown,brown,pink
5,612.452361068328,purple,purple,blue
5,661.6971009983185,green,green,yellow
5,536.0277221778338,green,green,blue
5,728.8091847045656,red,red,brown
5,617.4632698549406,purple,purple,red
5,594.8199415342991,orange,orange,green
5,590.3916248227821,blue,blue,blue
5,742.9421427442767,blue,blue,blue
5,714.9794022547267,green,green,green
5,505.1760303614413,purple,purple,purple
5,515.5389145949957,orange,orange,orange
5,761.1414181445787,green,green,green
5,589.2082332119709,purple,purple,purple
5,497.15080124489106,yellow,yellow,yellow
5,436.03910326792516,red,red,red
5,632.1384469293408,pink,pink,pink
5,558.3187303344666,yellow,yellow,yellow
5,623.7730247961769,orange,orange,orange
5,621.8251816606714,brown,brown,brown
5,716.6708137678014,pink,pink,pink
5,387.67261189179516,brown,brown,brown
5,680.8134061385297,red,red,red
6,707.1458711740161,green,green,green
6,634.7671979849181,purple,purple,purple
6,646.8406056850872,red,red,red
6,534.9091871521929,orange,orange,orange
6,602.8424555278478,brown,brown,brown
6,597.503396548495,yellow,yellow,yellow
6,762.73961961053806,blue,blue,blue
6,555.4376711032672,green,green,green
6,653.2881751257468,yellow,yellow,yellow
6,612.8090216818472,orange,orange,orange
6,685.1820981206254,pink,pink,pink
6,697.0060908706923,pink,pink,pink
6,370.3125273428357,purple,purple,purple
6,612.8813082646498,blue,blue,blue
6,664.0117589584263,red,red,red
6,542.8993222647966,brown,brown,brown
6,694.7267401738926,blue,blue,yellow
6,713.2884781708269,purple,purple,orange
6,690.6764108774788,red,red,blue
6,675.0819571790872,brown,orange,orange
6,407.5901908478612,yellow,yellow,brown
6,640.5057072650472,brown,brown,purple
6,680.5954312098103,red,red,yellow
6,731.9860232214012,pink,pink,orange
6,538.6923703544953,blue,blue,red
6,646.6471144214382,purple,purple,yellow
6,639.383642461813,orange,orange,green
6,719.8246475699851,pink,pink,purple
6,449.43526370700033,yellow,yellow,brown
6,740.5010919050849,green,green,pink
6,648.7951170918292,green,green,yellow
6,513.5535022637557,orange,orange,green
7,548.0517157104732,yellow,yellow,yellow
7,442.26990514711747,orange,orange,orange
7,453.0191782311603,orange,orange,orange
7,534.9843871360769,red,red,red
7,477.4955116666148,pink,pink,pink
7,603.36591027455,green,green,green
7,433.8759055665397,blue,blue,blue
7,464.4730191649373,purple,purple,purple
7,514.5388216200241,brown,brown,brown
7,538.3192141456517,brown,brown,brown
7,494.0562778874116,purple,purple,purple
7,490.0052936346462,green,green,green
7,512.5207236339568,yellow,yellow,yellow
7,510.9442062531524,red,red,red
7,387.68079109596044,blue,blue,blue
7,396.6313471495612,pink,pink,pink
7,601.6718964477907,brown,brown,orange
7,540.0051711251265,yellow,yellow,orange
7,627.0010670916294,purple,purple,yellow
7,508.5503177449608,red,red,green
7,589.6011891124567,green,green,blue
7,491.1582649902584,brown,brown,pink
7,468.2027869178396,pink,pink,red
7,452.32787150396734,yellow,yellow,blue
7,508.56737838604124,orange,orange,brown
7,678.4852389100337,purple,purple,yellow
7,545.2946490133023,blue,blue,green
7,536.084407232349,blue,blue,red
7,703.0910974832188,orange,orange,purple
7,631.3607796477929,red,blue,blue
7,492.1941145621895,pink,pink,red
7,559.9180652841244,green,green,red
8,575.9081606990433,purple,purple,purple
8,498.27373807456684,pink,pink,pink
8,595.5422719194831,blue,blue,blue
8,469.11111427926926,yellow,yellow,yellow
8,535.6373949921995,blue,blue,blue
8,519.6763176413876,yellow,yellow,yellow
8,617.3394845722204,green,green,green
8,453.8576370503704,brown,brown,brown
8,404.86104121149594,brown,brown,brown
8,437.3431200230183,orange,orange,orange
8,555.8439215189111,red,red,red
8,401.3765206366367,green,green,green
8,419.26574212915637,pink,pink,pink
8,524.1439586648161,red,red,red
8,428.6694505540362,purple,purple,purple
8,433.17964103288017,orange,orange,orange
8,616.7843767968391,yellow,yellow,orange
8,724.894121861908,green,green,yellow
8,673.2312417932735,red,red,blue
8,598.8710841422192,orange,orange,pink
8,509.9494235190767,red,red,purple
8,550.1374800722149,blue,orange,orange
8,629.5161280137695,green,green,brown
8,530.9100541528513,blue,blue,green
8,494.14100275487493,pink,pink,green
8,685.6510170725676,purple,purple,yellow
8,592.5997050672837,purple,purple,blue
8,532.8659999962881,brown,brown,green
8,514.5789335618981,pink,pink,purple
8,511.95691519323054,brown,brown,green
8,655.4595634665013,orange,orange,red
8,508.63208674194874,yellow,yellow,pink
9,735.1377533924313,yellow,yellow,orange
9,583.6153212603062,pink,pink,red
9,655.2360474348758,green,green,pink
9,687.251826782172,orange,orange,blue
9,600.5128265561848,red,red,green
9,660.8340263356031,blue,blue,purple
9,635.834149510871,blue,blue,orange
9,677.3743222328881,purple,purple,green
9,680.9135045276687,yellow,yellow,purple
9,568.0160866646737,pink,pink,blue
9,608.6162218370805,red,red,blue
9,538.0212011115434,brown,green,green
9,592.6078162375744,purple,purple,yellow
9,629.1629919708968,brown,brown,red
9,555.2304825146152,orange,orange,brown
9,651.1983639702261,green,green,yellow
9,491.58865791984067,pink,pink,pink
9,594.907352101099,red,red,red
9,523.9486667000378,red,red,red
9,497.04003416660083,blue,blue,blue
9,593.0863145994401,green,green,green
9,611.7298657656412,pink,pink,pink
9,438.94681522960826,brown,brown,brown
9,491.6386934080023,green,green,green
9,494.67729370119025,orange,orange,orange
9,630.3113794502688,brown,brown,brown
9,503.0516546216408,purple,purple,purple
9,318.0644997846174,yellow,yellow,yellow
9,611.069608133647,blue,blue,blue
9,624.6431059552126,orange,orange,orange
9,577.6861899955425,purple,purple,purple
9,502.786409897336,yellow,yellow,yellow
10,675.9842746527379,yellow,yellow,red
10,686.9245642169087,red,pink,pink
10,549.3559747959653,brown,brown,blue
10,560.5675328891928,purple,purple,red
10,661.2494757277585,yellow,yellow,red
10,480.12380701037705,pink,pink,red
10,629.0253060420197,pink,pink,yellow
10,591.041808116261,blue,blue,pink
10,586.7648743577573,orange,orange,blue
10,623.8108708347272,red,red,green
10,581.2462748630282,green,green,red
10,603.1540020631921,green,green,yellow
10,652.4186353476347,blue,blue,yellow
10,521.256401440714,orange,orange,yellow
10,634.8904903558337,purple,purple,red
10,772.5507461887773,brown,brown,red
10,541.515193550034,blue,blue,blue
10,439.06615179959556,purple,purple,purple
10,616.0547086177903,pink,pink,pink
10,587.1893970859785,orange,orange,orange
10,403.84070718894725,green,green,green
10,358.20885455459006,yellow,yellow,yellow
10,457.94909645171003,red,red,red
10,556.4801675846494,purple,purple,purple
10,366.8136688556145,blue,blue,blue
10,625.012487907903,brown,brown,brown
10,459.11960341046847,red,red,red
10,501.2934883482895,yellow,yellow,yellow
10,463.4538270210623,brown,brown,brown
10,431.5520899091474,pink,pink,pink
10,401.3588416419367,orange,orange,orange
10,494.5829037911166,green,green,green
11,570.123712430231,blue,blue,blue
11,549.3541064971633,orange,orange,orange
11,649.2907495686221,pink,pink,pink
11,702.3845790658175,purple,purple,purple
11,647.8387084495619,red,red,red
11,545.27573068312,brown,brown,brown
11,574.3310446422605,green,green,green
11,542.8657011419807,yellow,yellow,yellow
11,624.0269788298787,orange,orange,orange
11,625.9486503225015,purple,purple,purple
11,504.4307903209346,brown,brown,brown
11,777.7631102048363,pink,pink,pink
11,749.4432278546817,blue,blue,blue
11,680.0241556575652,red,red,red
11,560.8069009775727,green,green,green
11,663.6710076086056,yellow,yellow,yellow
11,556.4587980527785,blue,blue,red
11,649.5014528258829,orange,orange,pink
11,751.6741282056138,brown,brown,green
11,539.7734881110194,red,red,pink
11,571.0542169185221,orange,orange,green
11,720.0239838214968,purple,purple,orange
11,571.2875030718892,yellow,yellow,pink
11,774.7388087307789,blue,blue,green
11,584.0068554795317,green,green,orange
11,671.9232138341489,yellow,yellow,green
11,653.6249407397515,brown,brown,red
11,785.9282447134331,pink,pink,brown
11,642.0345995832581,green,yellow,yellow
11,630.0905010602849,purple,purple,yellow
11,744.9995938609496,red,red,orange
11,595.9330436190792,pink,pink,red
12,676.6134971434215,red,red,red
12,620.6893490208867,purple,purple,purple
12,647.9403576487866,pink,pink,pink
12,705.9770946051394,purple,purple,purple
12,639.8033369692715,green,green,green
12,763.8297370845412,green,green,green
12,619.7767754190792,blue,blue,blue
12,767.436028215618,orange,orange,orange
12,699.4333282294864,pink,pink,pink
12,611.6181038764884,brown,brown,brown
12,671.8900952296901,yellow,yellow,yellow
12,648.6858969279231,yellow,yellow,yellow
12,563.4302710932374,brown,brown,brown
12,722.6867627584049,blue,blue,blue
12,644.4458985291208,orange,orange,orange
12,684.8392308904845,red,red,red
12,720.5079770137803,pink,pink,green
12,578.791030414942,green,green,pink
12,589.2096737727101,orange,orange,red
12,541.2666413231149,yellow,yellow,pink
12,605.9050185573869,red,red,purple
12,740.8857205248255,pink,pink,green
12,655.8602180988808,orange,orange,brown
12,788.8594889640714,brown,brown,pink
12,607.1623010048502,yellow,yellow,purple
12,573.3405487142577,brown,purple,purple
12,675.2638560824231,purple,purple,brown
12,651.3034683814543,red,red,purple
12,759.2983736469287,blue,blue,orange
12,761.9130478296379,blue,blue,brown
12,677.1311413968141,purple,purple,brown
12,577.6496008996256,green,green,brown
13,518.2938630053437,orange,orange,orange
13,483.9225504167392,red,red,red
13,624.8698948595862,green,green,green
13,581.2959802501068,blue,blue,blue
13,541.4341610565701,yellow,yellow,yellow
13,433.01098412803236,yellow,yellow,yellow
13,568.8702291137073,brown,brown,brown
13,596.5967347229279,orange,orange,orange
13,556.4195852638977,brown,brown,brown
13,530.7982629226078,purple,purple,purple
13,575.6509660872985,green,green,green
13,533.0795246168238,red,red,red
13,339.5377461835321,blue,blue,blue
13,536.7982637320538,purple,purple,purple
13,503.89439988738206,pink,pink,pink
13,487.65964774880183,pink,pink,pink
13,479.54365900251685,blue,blue,purple
13,424.47415131672284,brown,brown,pink
13,666.0084117520591,purple,purple,green
13,559.4452694256603,orange,purple,purple
13,651.019225871019,yellow,yellow,orange
13,421.1112452860602,orange,orange,red
13,645.7382466012813,purple,purple,red
13,534.4750719483687,yellow,yellow,purple
13,675.5943054181294,green,green,pink
13,620.5666597530204,red,red,blue
13,448.3208445993608,pink,pink,purple
13,494.56462371279594,red,red,green
13,593.1248736163822,green,green,red
13,517.8464497715479,brown,brown,red
13,522.8555913169387,blue,blue,purple
13,426.7868373622116,pink,pink,green
14,570.7483406409877,green,green,purple
14,723.8234108996668,green,green,pink
14,772.6493150086787,blue,blue,green
14,774.1271083045032,orange,orange,green
14,648.2958289541392,blue,blue,pink
14,698.0547360433452,pink,orange,orange
14,646.0100613474411,orange,orange,blue
14,704.0443746617019,purple,purple,red
14,773.6143503505307,red,red,yellow
14,545.8018243973424,pink,pink,purple
14,553.4017032424368,yellow,yellow,red
14,601.9758773834666,brown,brown,pink
14,491.7876705048542,red,red,purple
14,525.7201541304571,yellow,yellow,blue
14,565.8151559536973,purple,purple,yellow
14,759.7661644188579,brown,brown,yellow
14,599.0149985179708,green,green,green
14,701.7046862959439,yellow,yellow,yellow
14,694.7388316938151,pink,pink,pink
14,658.4205484968753,brown,brown,brown
14,645.9437686667771,yellow,yellow,yellow
14,601.9599223853246,orange,orange,orange
14,665.9156622344817,pink,pink,pink
14,666.871906132881,blue,blue,blue
14,563.2016580979039,green,green,green
14,561.6454350275445,blue,blue,blue
14,649.711088471488,orange,orange,orange
14,537.8881679746984,purple,purple,purple
14,648.8185703027652,red,red,red
14,645.7028433260634,purple,purple,purple
14,578.5843006445465,red,red,red
14,715.8626006133838,brown,brown,brown
15,612.2880684860407,orange,red,red
15,693.0350893755186,green,green,purple
15,605.8288609555574,orange,orange,brown
15,648.2040952553114,purple,purple,red
15,566.1498262781195,yellow,yellow,red
15,560.861434485674,pink,pink,brown
15,507.4664135592046,purple,purple,green
15,582.5537912109072,brown,brown,yellow
15,709.2596428374317,blue,blue,orange
15,686.4197325107324,red,red,pink
15,597.3709337847961,green,green,blue
15,654.818455299768,brown,brown,green
15,619.5909242779759,yellow,yellow,purple
15,519.6526280409372,pink,pink,yellow
15,703.5466686611545,blue,blue,green
15,554.4657572947801,red,red,orange
15,541.6279392080115,orange,orange,orange
15,385.6598912640713,pink,pink,pink
15,452.3825272496792,pink,pink,pink
15,577.6611871467221,red,red,red
15,348.69413169595896,orange,orange,orange
15,375.7135323376328,green,green,green
15,444.0197439684556,purple,purple,purple
15,523.8723220117424,purple,purple,purple
15,553.7061174598599,brown,brown,brown
15,380.9249790980072,red,red,red
15,529.668317915136,yellow,yellow,yellow
15,475.16018694943335,blue,blue,blue
15,513.5182493932285,brown,brown,brown
15,468.6176152635037,yellow,yellow,yellow
15,440.03566136945204,green,green,green
15,474.33285963135563,blue,blue,blue
16,400.70762689763455,green,green,green
16,500.9439179262686,purple,purple,purple
16,523.4849206208127,orange,orange,orange
16,461.80656177454097,brown,brown,brown
16,603.4400846203589,red,red,red
16,517.5016878404826,brown,brown,brown
16,573.2425808444353,blue,blue,blue
16,654.2077693550174,purple,purple,purple
16,532.9681746769514,blue,blue,blue
16,615.7215333451614,yellow,yellow,yellow
16,522.215817902891,pink,pink,pink
16,687.3407878964072,pink,pink,pink
16,626.1983135983537,yellow,yellow,yellow
16,447.5774102964463,orange,orange,orange
16,544.2211256965953,red,red,red
16,544.7105765302989,green,green,green
16,671.1138475826567,yellow,yellow,red
16,667.4147687465271,blue,blue,orange
16,655.7268727002571,green,green,pink
16,517.2064147608337,purple,purple,orange
16,774.877561186968,purple,purple,orange
16,743.3740071737052,orange,orange,yellow
16,568.9520478153773,pink,yellow,yellow
16,651.8385597686959,yellow,yellow,orange
16,561.0399373589673,brown,brown,pink
16,639.6625352398768,red,red,green
16,617.8927268255273,orange,orange,purple
16,485.6774870240706,brown,brown,blue
16,570.7121806204789,blue,blue,brown
16,723.0531274567998,red,red,orange
16,537.0808893608316,pink,pink,brown
16,764.3058508064461,green,green,yellow
17,607.224263852103,red,red,brown
17,668.8594192003978,blue,blue,yellow
17,675.4722011822505,blue,blue,pink
17,791.1167302242659,brown,brown,purple
17,619.7083526456745,orange,orange,yellow
17,679.8179661054202,yellow,yellow,red
17,748.9332182491377,brown,orange,orange
17,776.3207869835886,pink,pink,red
17,845.8945047205578,yellow,yellow,brown
17,672.8090091449187,red,red,purple
17,756.0110903628394,orange,orange,red
17,767.0934636870959,green,green,orange
17,708.1825027059912,purple,purple,green
17,553.5360799599182,pink,pink,brown
17,662.7444985245786,green,green,yellow
17,813.3822062795275,purple,purple,blue
17,630.3779372511816,red,red,red
17,719.0617936612192,yellow,yellow,yellow
17,782.7245800943663,brown,brown,brown
17,735.8278083120903,green,green,green
17,629.5429015376814,purple,purple,purple
17,618.815011373199,blue,blue,blue
17,674.4496831948985,pink,pink,pink
17,542.8450385693898,blue,blue,blue
17,692.6093114193073,orange,orange,orange
17,660.2582626336053,yellow,yellow,yellow
17,686.5845607487121,brown,brown,brown
17,569.8074562765546,orange,orange,orange
17,552.6652028372325,purple,purple,purple
17,713.6650197227275,green,green,green
17,702.8517110458898,pink,pink,pink
17,639.1414338877725,red,red,red
18,730.4363018150119,purple,purple,orange
18,593.2723426364591,blue,blue,red
18,705.2246991403617,pink,pink,blue
18,731.6787978142117,brown,brown,purple
18,764.6484452518467,brown,brown,orange
18,624.1552200284475,purple,purple,yellow
18,627.6389423851425,yellow,yellow,purple
18,759.6302232586444,orange,orange,pink
18,724.2449135355554,green,green,blue
18,807.2153434790711,green,green,yellow
18,796.3560017746386,red,red,yellow
18,826.4006772351233,red,red,blue
18,585.8579229225035,blue,blue,yellow
18,682.5493660650029,orange,orange,green
18,680.2561086270723,yellow,yellow,red
18,619.3306742573427,pink,green,green
18,693.4257609381254,pink,pink,pink
18,747.9401029736446,green,green,green
18,734.4732948302734,red,red,red
18,526.7639868209276,yellow,yellow,yellow
18,612.7007876334004,blue,blue,blue
18,729.0748446026151,pink,pink,pink
18,523.0261178139533,yellow,yellow,yellow
18,504.56890068138887,brown,brown,brown
18,686.7239256496883,green,green,green
18,641.8707579400453,orange,orange,orange
18,591.9404783082459,brown,brown,brown
18,651.951379083923,purple,purple,purple
18,640.9302529207664,orange,orange,orange
18,592.2665707846451,red,red,red
18,674.082008449206,purple,purple,purple
18,624.686430167251,blue,blue,blue
19,598.7512748347611,brown,brown,brown
19,431.8542043881684,green,green,green
19,483.6297199016433,purple,purple,purple
19,498.934763883306,pink,pink,pink
19,610.9179607829562,red,red,red
19,522.5709142411898,orange,orange,orange
19,534.586132108681,red,red,red
19,536.8328828970143,blue,blue,blue
19,560.46829078381,blue,blue,blue
19,278.4916052400465,orange,orange,orange
19,456.30749164353307,pink,pink,pink
19,493.420657905662,purple,purple,purple
19,632.332793057925,green,green,green
19,617.4920923089321,brown,brown,brown
19,638.218522197894,yellow,yellow,yellow
19,540.8717903050011,yellow,yellow,yellow
19,703.4504629578505,pink,pink,orange
19,508.7650624506731,purple,purple,orange
19,733.3524447753496,yellow,yellow,green
19,817.956685072667,blue,blue,purple
19,441.06784497269405,brown,brown,pink
19,565.2541862111692,pink,pink,blue
19,766.9723489747025,red,red,yellow
19,581.6977088215402,green,green,pink
19,627.0955202097374,brown,brown,blue
19,655.3513245553285,orange,orange,red
19,648.7835204849775,red,red,blue
19,584.5714054196415,yellow,yellow,brown
19,713.8419469025996,green,green,orange
19,685.2274205624884,blue,red,red
19,586.3496219758318,purple,purple,pink
19,645.8988801576231,orange,orange,yellow
20,552.2255676961432,brown,brown,brown
20,571.1833375387412,pink,pink,pink
20,531.2478128734548,green,green,green
20,568.0319453183131,purple,purple,purple
20,548.237565574755,blue,blue,blue
20,435.47619272641134,purple,purple,purple
20,580.8495131415012,blue,blue,blue
20,522.5488610260313,orange,orange,orange
20,522.3841423233357,red,red,red
20,635.0713844585576,yellow,yellow,yellow
20,401.7416665805354,red,red,red
20,623.2654729202941,orange,orange,orange
20,655.2451035663496,green,green,green
20,517.9947608211968,pink,pink,pink
20,609.7186827712837,brown,brown,brown
20,540.0187050822694,yellow,yellow,yellow
20,709.2979701494908,pink,pink,purple
20,810.2667509287193,pink,pink,orange
20,647.5057690122537,orange,orange,yellow
20,739.6918820948445,red,red,yellow
20,672.0929407558397,purple,purple,red
20,744.8848591711308,green,green,purple
20,667.1249560714867,yellow,yellow,pink
20,923.1852711144314,green,green,brown
20,690.1101945007607,blue,blue,green
20,848.2017441855345,purple,blue,blue
20,723.2547723609622,red,red,purple
20,718.4363331461253,blue,blue,purple
20,816.5274386529397,brown,brown,red
20,710.8642615074996,yellow,yellow,orange
20,688.606833472095,brown,brown,orange
20,639.8699409488795,orange,orange,purple
21,570.1020445882821,blue,blue,orange
21,690.4389362920737,brown,brown,green
21,736.1897150362872,orange,orange,blue
21,694.9191368822328,purple,purple,orange
21,721.7910094944621,green,green,pink
21,653.3628566804489,brown,brown,pink
21,773.5263214733482,green,brown,brown
21,782.4737101508794,orange,orange,yellow
21,505.834797236184,purple,purple,yellow
21,680.0155116416686,yellow,yellow,red
21,664.4793166179342,red,red,pink
21,667.8592356283265,yellow,yellow,blue
21,580.4695683744246,red,red,green
21,671.3367874210305,pink,pink,green
21,573.5145761085,blue,blue,red
21,627.98166138899,pink,pink,orange
21,588.8289593680855,pink,pink,pink
21,627.7170743334623,orange,orange,orange
21,544.9969283355125,orange,orange,orange
21,657.7373120067368,purple,purple,purple
21,805.2392956108433,yellow,yellow,yellow
21,669.976677979112,green,green,green
21,662.1295290659809,brown,brown,brown
21,605.4817792434403,red,red,red
21,700.6414642229469,green,green,green
21,766.0904266111514,pink,pink,pink
21,625.7274437966588,yellow,yellow,yellow
21,803.8969373931667,red,red,red
21,790.0138022595586,purple,purple,purple
21,586.6645057512758,blue,blue,blue
21,756.0735014505942,blue,blue,blue
21,653.0569776592091,brown,brown,brown
22,682.1983327542787,blue,blue,red
22,850.8583278439262,blue,blue,yellow
22,726.8903381296068,purple,purple,blue
22,789.438647096216,brown,blue,blue
22,726.9625947874426,red,red,brown
22,744.9128040091434,pink,pink,green
22,817.3677429924624,pink,pink,blue
22,815.3158778689864,brown,brown,blue
22,608.4268461617091,orange,orange,green
22,737.289597912974,purple,purple,green
22,739.2168120920402,green,green,brown
22,815.1812565737233,yellow,yellow,blue
22,775.3406062016513,red,red,pink
22,664.1737303825422,yellow,yellow,brown
22,717.1948712476421,orange,orange,brown
22,659.7983681406978,green,green,red
22,651.6529220755849,green,green,green
22,663.0587229871736,brown,brown,brown
22,810.4493290675821,yellow,yellow,yellow
22,846.570533461108,purple,purple,purple
22,640.4434468425678,blue,blue,blue
22,709.6128532301133,blue,blue,blue
22,694.8110622250522,green,green,green
22,757.4383061577545,orange,orange,orange
22,716.6491809121611,yellow,yellow,yellow
22,751.476963450625,pink,pink,pink
22,642.7717436116487,red,red,red
22,650.9087746197558,red,red,red
22,687.86673154207,pink,pink,pink
22,654.5324367642734,purple,purple,purple
22,660.437440331426,orange,orange,orange
22,667.38547174626,brown,brown,brown
23,422.581830411686,yellow,yellow,yellow
23,507.1785538062522,orange,orange,orange
23,452.21305654603873,blue,blue,blue
23,468.6026379487142,pink,pink,pink
23,545.416164702678,blue,blue,blue
23,535.6020520654122,pink,pink,pink
23,542.7280613114731,purple,purple,purple
23,592.9434509558552,red,red,red
23,521.467330020686,brown,brown,brown
23,517.5145771211475,purple,purple,purple
23,362.9403550956084,red,red,red
23,478.23989518597824,green,green,green
23,566.5212723526412,green,green,green
23,621.9118591204341,yellow,yellow,yellow
23,472.73971099936864,brown,brown,brown
23,512.7850289163728,orange,orange,orange
23,522.3801970620864,purple,purple,brown
23,794.6888439063746,purple,purple,brown
23,596.8848661197954,pink,pink,purple
23,595.3912839445118,red,red,green
23,582.7431380333203,pink,pink,green
23,564.2423516770074,green,green,pink
23,646.062773446777,orange,orange,red
23,596.0714880545063,brown,brown,purple
23,588.0842088118013,red,red,blue
23,560.7571985467418,blue,blue,pink
23,559.5441555062655,green,green,purple
23,750.9814052876061,yellow,yellow,blue
23,696.0607167540923,blue,red,red
23,725.053428388011,brown,brown,pink
23,673.7643749902576,yellow,yellow,green
23,550.3178847569178,orange,orange,brown
24,696.1822313722691,pink,pink,pink
24,558.4255625633991,red,red,red
24,716.1855270121881,purple,purple,purple
24,581.8904983182495,yellow,yellow,yellow
24,624.1423230408221,red,red,red
24,675.5099471482075,purple,purple,purple
24,668.1932396445147,yellow,yellow,yellow
24,648.4760439128141,pink,pink,pink
24,704.9280431389095,green,green,green
24,671.1669168073562,blue,blue,blue
24,722.382948259805,green,green,green
24,563.0089063966234,blue,blue,blue
24,568.468058024814,brown,brown,brown
24,641.6830375237802,brown,brown,brown
24,700.8029833044357,orange,orange,orange
24,593.3607629196704,orange,orange,orange
24,629.9516558823769,yellow,yellow,brown
